"id","biz_provider_id","biz_name","biz_info","e_address","e_city","e_state","e_postal","e_zip_full","e_country","loc_county","loc_area_code","loc_FIPS","loc_MSA","loc_PMSA","loc_TZ","loc_DST","loc_LAT_centroid","loc_LAT_poly","loc_LONG_centroid","loc_LONG_poly","biz_phone","web_url","web_meta_title","web_meta_desc","web_meta_keys","biz_owner","f_emergency","biz_bedcount"
"878","050506","SIERRA VISTA REGIONAL MEDICAL CENTER","Acute Care Hospitals","1010 Murray St","San Luis Obispo","CA","93405","93405-1806","USA","San Luis Obispo","805","06079","7460","","PST","Y","35.2783","35.291021","-120.7414","-120.666288","(850) 546-7600","http://www.tenethealth.com","","","","Proprietary","true","138"
"879","050264","SAN LEANDRO HOSPITAL","Acute Care Hospitals","13855 E 14th St","San Leandro","CA","94578","94578-2611","USA","Alameda","510","06001","","5775","PST","Y","37.7053","37.714339","-122.1277","-122.141733","(510) 667-4510","","","","","Voluntary non-profit - Other","true","136"
"880","40003F","SAN JUAN VA MEDICAL CENTER","ACUTE CARE - VETERANS ADMINISTRATION","10 CALLE CASIA","SAN JUAN","PR","00921","","USA","San Juan","787","72127","","7440","EST+1","N","18.3905","","-66.0903","","(800) 449-8729","","","","","Government Federal","true",""
"881","400001","ASHFORD PRESBYTERIAN COMMUNITY HOSP","Acute Care Hospitals","1451 ASHFORD AVENUE","SAN JUAN","PR","00907","","USA","San Juan","787","72127","","7440","EST+1","N","18.4559","","-66.0777","","(787) 721-2160","","","","","Voluntary non-profit - Other","true","194"
"882","400004","ASOCIACION HOSPITAL DEL MAESTRO, INC","Acute Care Hospitals","SERGIO CUEVAS BUSTAMANTE STREET 550","San Juan","PR","00936","","USA","San Juan","787","72127","","7440","EST+1","N","18.3829","18.38298","-66.0647","-66.06473","(787) 758-6420","","","","","Voluntary non-profit - Other","true","247"
"883","400012","DR I GONZALEZ MARTINEZ ONCOLOGY HOSP","Acute Care Hospitals","BO. MONACILLOS CENTRO MEDICO","San Juan","PR","00919","","USA","San Juan","787","72127","","7440","EST+1","N","18.4128","18.42","-66.0650","-66.06","(787) 763-4149","","","","","Voluntary non-profit - Private","true","42"
"884","400098","HOSPITAL SAN FRANCISCO","Acute Care Hospitals","371 DE DIEGO AVE","SAN JUAN","PR","00923","","USA","San Juan","787","72127","","7440","EST+1","N","18.4125","","-66.0374","","(787) 767-5100","http://www.sanpablo.com","","","","Proprietary","true","160"
"885","400106","METROPOLITAN HOSPITAL","Acute Care Hospitals","CARRETERA #1785 URB LAS LOMAS","SAN JUAN","PR","00922","","USA","San Juan","787","72127","","7440","EST+1","N","18.4076","18.2288081","-66.0925","-65.9318159","(787) 793-5013","","","","","Proprietary","true","119"
"886","400127","ADMIN DE SERVICIOS MEDICOS  PUERTO RIC","Acute Care Hospitals","BO MONACILLO CARR NUM 22","San Juan","PR","00935","","USA","San Juan","787","72127","","7440","EST+1","N","18.4083","18.45","-66.0644","-66.06","(787) 777-3535","","","","","Government - Local","true",""
"887","050038","SANTA CLARA VALLEY MEDICAL CENTER","Acute Care Hospitals","751 S Bascom Ave","San Jose","CA","95128","95128-2604","USA","Santa Clara","408","06085","","7400","PST","Y","37.3159","37.312758","-121.9367","-121.931944","(408) 885-5000","http://www.scvmed.org","","","","Government - Local","true","496"
"888","050125","REGIONAL MEDICAL CENTER OF SAN JOSE","Acute Care Hospitals","225 N Jackson Ave","San Jose","CA","95116","95116-1603","USA","Santa Clara","408","06085","","7400","PST","Y","37.3508","37.363198","-121.8526","-121.848451","(408) 259-5000","http://www.regionalmedicalsanjose.com","","","","Voluntary non-profit - Church","true","192"
"889","050153","O'CONNOR HOSPITAL","Acute Care Hospitals","2105 Forest Ave","San Jose","CA","95128","95128-1425","USA","Santa Clara","408","06085","","7400","PST","Y","37.3159","37.327219","-121.9367","-121.937358","(408) 947-2500","http://www.oconnorhospital.org","","","","Voluntary non-profit - Church","true","283"
"890","050380","GOOD SAMARITAN HOSPITAL","Acute Care Hospitals","2425 Samaritan Dr","San Jose","CA","95124","95124-3908","USA","Santa Clara","408","06085","","7400","PST","Y","37.2560","37.251130","-121.9227","-121.947314","(408) 559-2011","http://www.goodsamsj.org","","","","Proprietary","true","356"
"891","050604","KAISER FOUNDATION HOSPITAL-SAN JOSE","Acute Care Hospitals","250 Hospital Pky","San Jose","CA","95119","95119-1103","USA","Santa Clara","408","06085","","7400","PST","Y","37.2317","37.239314","-121.7873","-121.800808","(408) 972-7000","","","","","Voluntary non-profit - Private","true","228"
"892","400021","HOSPITAL DE LA CONCEPCION","Acute Care Hospitals","ROAD NUMBER 2 KM 173.4","SAN GERMAN","PR","00683","","USA","San German","787","72125","4840","","EST+1","N","18.0846","","-67.0463","","(787) 892-1860","","","","","Proprietary","true","167"
"893","400126","HOSPITAL METROPOLITANO SAN GERMAN","Acute Care Hospitals","CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS","San German","PR","00683","","USA","San German","787","72125","4840","","EST+1","N","18.0846","18.0816273","-67.0463","-67.0449007","(787) 892-5300","","","","","Voluntary non-profit - Private","true",""
"894","050132","SAN GABRIEL VALLEY MEDICAL CENTER","Acute Care Hospitals","438 W Las Tunas Dr","San Gabriel","CA","91776","91776-1216","USA","Los Angeles","626","06037","","4480","PST","Y","34.0897","34.102394","-118.0955","-118.105387","(626) 289-5454","http://www.sgvmc.org","","","","Voluntary non-profit - Other","true","274"
"895","05130F","SAN FRANCISCO VA MEDICAL CENTER","ACUTE CARE - VETERANS ADMINISTRATION","4150 Clement St","San Francisco","CA","94121","94121-1563","USA","San Francisco","415","06075","","7360","PST","Y","37.7793","37.781274","-122.4942","-122.503636","(415) 221-4810","","","","","Government Federal","true",""
"896","050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","Acute Care Hospitals","45 Castro St","San Francisco","CA","94114","94114-1022","USA","San Francisco","415","06075","","7360","PST","Y","37.7581","37.768909","-122.4354","-122.435651","(415) 600-6000","","","","","Voluntary non-profit - Other","true",""
"897","050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","Acute Care Hospitals","2333 Buchanan St","San Francisco","CA","94115","94115-1925","USA","San Francisco","415","06075","","7360","PST","Y","37.7858","37.791463","-122.4376","-122.431097","(415) 600-6000","http://www.cpmc.org","","","","Voluntary non-profit - Private","true","754"
"898","050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","Acute Care Hospitals","3555 Cesar Chavez St","San Francisco","CA","94110","94110-4403","USA","San Francisco","415","06075","","7360","PST","Y","37.7496","37.748031","-122.4153","-122.421150","(415) 641-6562","http://www.stlukes-sf.org","","","","Voluntary non-profit - Church","true","254"
"899","050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","Acute Care Hospitals","2425 Geary Blvd","San Francisco","CA","94115","94115-3358","USA","San Francisco","415","06075","","7360","PST","Y","37.7858","37.782629","-122.4376","-122.443194","(415) 833-2646","http://www.kaiserpermanente.org","Health insurance for Medicare, families, and employers, health information at Kaiser Permanente","Find information and quotes on affordable health insurance for Medicare, families, individuals, and groups. Use our online health and drug encyclopedias, and locate Kaiser Permanente hospital and medical offices and phone numbers.","Kaiser Permanente online, kaiser permanente locations, kaiser health insurance, group, medical insurance, individual health insurance, quote, california health insurance, health topics, prescription drug information, drug encyclopedia","Government - Hospital District or Authority","true","264"
"900","050152","SAINT FRANCIS MEMORIAL HOSPITAL","Acute Care Hospitals","900 Hyde St","San Francisco","CA","94109","94109-4806","USA","San Francisco","415","06075","","7360","PST","Y","37.7933","37.789232","-122.4212","-122.416929","(415) 775-4321","http://www.chw.edu","Catholic Healthcare West Home","","","Voluntary non-profit - Private","true","187"
"901","050228","SAN FRANCISCO GENERAL HOSPITAL","Acute Care Hospitals","1001 Potrero Ave","San Francisco","CA","94110","94110-3518","USA","San Francisco","415","06075","","7360","PST","Y","37.7496","37.756762","-122.4153","-122.406606","(415) 206-8000","http://www.sfgh.org","","","","Government - Local","true","537"
"902","050407","CHINESE HOSPITAL","Acute Care Hospitals","845 Jackson St","San Francisco","CA","94133","94133-4851","USA","San Francisco","415","06075","","7360","PST","Y","37.8022","37.795630","-122.4109","-122.409169","(415) 982-2400","","","","","Voluntary non-profit - Other","true","54"
"903","050454","UCSF MEDICAL CENTER","Acute Care Hospitals","505 Parnassus Ave","San Francisco","CA","94143","94143-2204","USA","San Francisco","415","06075","","7360","PST","Y","37.7616","37.763533","-122.4584","-122.457664","(415) 353-2733","","","","","Government - Local","true",""
"904","050457","ST MARY'S MEDICAL CENTER","Acute Care Hospitals","450 Stanyan St","San Francisco","CA","94117","94117-1019","USA","San Francisco","415","06075","","7360","PST","Y","37.7706","37.773734","-122.4440","-122.454314","(415) 668-1000","","","","","Voluntary non-profit - Church","true","280"
"905","050668","LAGUNA HONDA HOSPITAL & REHABILITATION CENTER","Acute Care Hospitals","375 Laguna Honda Blvd","San Francisco","CA","94116","94116-1411","USA","San Francisco","415","06075","","7360","PST","Y","37.7438","37.747597","-122.4860","-122.458679","(415) 759-2300","","","","","Government - Local","true","1110"
"906","100161","CENTRAL FLORIDA REGIONAL HOSPITAL","Acute Care Hospitals","1401 W Seminole Blvd","Sanford","FL","32771","32771-6743","USA","Seminole","407","12117","5960","","EST","Y","28.8131","28.816133","-81.3279","-81.283877","(407) 321-4500","http://www.centralfloridaregional.com","","","","Proprietary","true","226"
"907","200040","HENRIETTA D GOODALL HOSPITAL","Acute Care Hospitals","25 June St","Sanford","ME","04073","","USA","York","207","23031","","","EST","Y","43.4132","43.447164","-70.7398","-70.766756","(207) 324-4310","http://www.goodallhosp.org","","","","Voluntary non-profit - Private","true","161"
"908","340020","CENTRAL CAROLINA HOSPITAL","Acute Care Hospitals","1135 Carthage St","Sanford","NC","27330","27330-4162","USA","Lee","919","37105","","","EST","Y","35.4930","35.468946","-79.1765","-79.188698","(919) 774-2100","http://www.centralcarolinahosp.com/","","","","Proprietary","true","137"
"909","320070","ACOMA CANONCITO LAGUNA PHS HOSPITAL","Acute Care Hospitals","P O BOX 130","SAN FIDEL","NM","87049","","USA","Cibola","505","35006","","","MST","Y","35.0816","35.1481801","-107.5973","-107.6452085","(505) 552-5300","","","","","Government - Federal","true","15"
"910","460044","ALTA VIEW HOSPITAL","Acute Care Hospitals","9660 S 1300 E","Sandy","UT","84094","84094-3762","USA","Salt Lake","801","49035","7160","","MST","Y","40.5705","40.575852","-111.8627","-111.853284","(801) 501-2600","http://www.ihc.com","","","","Voluntary non-profit - Private","true","72"
"911","141340","VALLEY WEST COMMUNITY HOSPITAL","Critical Access Hospitals","11 E Pleasant Ave","Sandwich","IL","60548","60548-1100","USA","DeKalb","815","17037","","1600","CST","Y","41.6407","41.656560","-88.6469","-88.621635","(815) 786-8484","","","","","Voluntary non-profit - Other","true",""
"912","231314","MCKENZIE MEMORIAL HOSPITAL","Critical Access Hospitals","120 N Delaware St","Sandusky","MI","48471","48471-1009","USA","Sanilac","810","26151","","","EST","Y","43.4191","43.423349","-82.8598","-82.832741","(810) 648-3770","","","","","Voluntary non-profit - Private","true",""
"913","360025","FIRELANDS REGIONAL MEDICAL CENTER","Acute Care Hospitals","1111 Hayes Ave","Sandusky","OH","44870","44870-3323","USA","Erie","419","39043","","","EST","Y","41.4028","41.446277","-82.7181","-82.708802","(419) 557-7400","","","","","Voluntary non-profit - Private","true","180"
"914","241309","ESSENTIA HEALTH SANDSTONE","Critical Access Hospitals","109 Court Ave S","Sandstone","MN","55072","55072-5120","USA","Pine","320","27115","","","CST","Y","46.1380","46.127493","-92.5611","-92.866327","(320) 245-5601","","","","","Voluntary non-profit - Private","true",""
"915","130024","BONNER GENERAL HOSPITAL","Acute Care Hospitals","520 N 3rd Ave","Sandpoint","ID","83864","83864-1507","USA","Bonner","208","16017","","","PST","Y","48.4219","48.277418","-116.5059","-116.550133","(208) 263-1441","http://www.bonnergen.org","","","","Voluntary non-profit-Private","true","48"
"916","050588","SAN DIMAS COMMUNITY HOSPITAL","Acute Care Hospitals","1350 W Covina Blvd","San Dimas","CA","91773","","USA","Los Angeles","909","06037","","4480","PST","Y","34.1088","34.098889","-117.8082","-117.834092","(909) 599-6811","http://www.sandimashospital.com","","","","Proprietary","true","93"
"917","05114F","VA SAN DIEGO HEALTHCARE SYSTEM","ACUTE CARE - VETERANS ADMINISTRATION","3350 La Jolla Village Dr","San Diego","CA","92037","","USA","San Diego","858","06073","7320","","PST","Y","32.8548","32.871935","-117.2497","-117.231367","(858) 552-8585","","","","","Government Federal","true",""
"918","050025","UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","Acute Care Hospitals","200 W Arbor Dr","San Diego","CA","92103","92103-1911","USA","San Diego","619","06073","7320","","PST","Y","32.7476","32.753860","-117.1677","-117.165104","(619) 543-6222","","","","","Government - Hospital District or Authority","true","485"
"919","050077","SCRIPPS MERCY HOSPITAL","Acute Care Hospitals","4077 5th Ave","San Diego","CA","92103","92103-2105","USA","San Diego","619","06073","7320","","PST","Y","32.7476","32.751676","-117.1677","-117.160686","(619) 294-8111","http://www.scrippshealth.org","","","","Voluntary non-profit - Other","true","447"
"920","050100","SHARP MEMORIAL HOSPITAL","Acute Care Hospitals","7901 Frost St","San Diego","CA","92123","92123-2701","USA","San Diego","858","06073","7320","","PST","Y","32.8053","32.800164","-117.1356","-117.155162","(858) 939-3400","http://www.sharp.com","","","","Voluntary non-profit - Other","true","488"
"921","050515","KAISER FOUNDATION HOSPITAL - SAN DIEGO","Acute Care Hospitals","4647 Zion Ave","San Diego","CA","92120","92120-2507","USA","San Diego","858","06073","7320","","PST","Y","32.7956","32.792873","-117.0709","-117.094454","(619) 528-5000","http://www.kaiserpermanente.org","Health insurance for Medicare, families, and employers, health information at Kaiser Permanente","Find information and quotes on affordable health insurance for Medicare, families, individuals, and groups. Use our online health and drug encyclopedias, and locate Kaiser Permanente hospital and medical offices and phone numbers.","Kaiser Permanente online, kaiser permanente locations, kaiser health insurance, group, medical insurance, individual health insurance, quote, california health insurance, health topics, prescription drug information, drug encyclopedia","Voluntary non-profit - Other","true","310"
"922","050757","ALVARADO HOSPITAL","Acute Care Hospitals","6655 Alvarado Rd","San Diego","CA","92120","92120-5208","USA","San Diego","858","06073","7320","","PST","Y","32.7956","32.776949","-117.0709","-117.056442","(619) 229-3172","","","","","Proprietary","true",""
"923","110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","Acute Care Hospitals","610 Sparta Rd","Sandersville","GA","31082","31082-1860","USA","Washington","478","13303","","","EST","Y","33.0015","32.996581","-82.8994","-82.805097","(478) 240-2100","","","","","Government - Hospital District or Authority","true","116"
"924","030077","PHS INDIAN HOSPITAL-SAN CARLOS","Acute Care Hospitals","PO BOX 208","San Carlos","AZ","85550","","USA","Gila","928","04007","","","MST","N","33.3277","33.3453349","-109.8606","-110.4531551","(928) 475-2371","","","","","Government - Federal","true","8"
"925","050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","Acute Care Hospitals","1805 Medical Center Dr","San Bernardino","CA","92411","92411-1217","USA","San Bernardino","909","06071","","6780","PST","Y","34.1264","34.131636","-117.3208","-117.322473","(909) 887-6333","http://www.chw.edu","Catholic Healthcare West Home","","","Voluntary non-profit - Private","true","374"
"926","050129","ST BERNARDINE MEDICAL CENTER","Acute Care Hospitals","2101 N Waterman Ave","San Bernardino","CA","92404","92404-4836","USA","San Bernardino","909","06071","","6780","PST","Y","34.1473","34.134262","-117.2598","-117.278624","(909) 881-4440","http://www.catholichealthcarewest.org","","","","Voluntary non-profit - Church","true","268"
"927","45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEAL","ACUTE CARE - VETERANS ADMINISTRATION","7400 Merton Minter St","San Antonio","TX","78229","78229-4404","USA","Bexar","210","48029","7240","","CST","Y","29.5052","29.508499","-98.5725","-98.580710","(210) 617-5300","","","","","Government Federal","true",""
"928","450058","BAPTIST MEDICAL CENTER","Acute Care Hospitals","111 Dallas St","San Antonio","TX","78205","78205-1201","USA","Bexar","210","48029","7240","","CST","Y","29.4248","29.432911","-98.4885","-98.492806","(210) 297-1020","http://www.baptisthealth.org","","","","Proprietary","true","395"
"929","450130","NIX HEALTH CARE SYSTEM","Acute Care Hospitals","414 Navarro St","San Antonio","TX","78205","78205-2502","USA","Bexar","210","48029","7240","","CST","Y","29.4248","29.425095","-98.4885","-98.489677","(210) 271-1800","","","","","Proprietary","true","180"
"930","450213","UNIVERSITY HEALTH SYSTEM","Acute Care Hospitals","4502 Medical Dr","San Antonio","TX","78229","78229-4402","USA","Bexar","210","48029","7240","","CST","Y","29.5052","29.509959","-98.5725","-98.579232","(210) 358-2000","http://www.universityhealthsystem.com","","","","Government - Hospital District or Authority","true","472"
"931","450237","CHRISTUS SANTA ROSA HOSPITAL","Acute Care Hospitals","333 N Santa Rosa St","San Antonio","TX","78207","78207-3108","USA","Bexar","210","48029","7240","","CST","Y","29.4282","29.427643","-98.5276","-98.497966","(210) 794-3336","http://www.santarosahealth.org","","","","Voluntary non-profit - Church","true","527"
"932","450388","METHODIST HOSPITAL","Acute Care Hospitals","7700 Floyd Curl Dr","San Antonio","TX","78229","78229-3902","USA","Bexar","210","48029","7240","","CST","Y","29.5052","29.508432","-98.5725","-98.573619","(210) 575-4000","http://www.mh.sahealth.com","","","","Proprietary","true","754"
"933","450697","SOUTHWEST GENERAL HOSPITAL","Acute Care Hospitals","7400 Barlite Blvd","San Antonio","TX","78224","","USA","Bexar","210","48029","7240","","CST","Y","29.3141","29.354212","-98.5387","-98.546375","(210) 921-2000","http://www.swgeneralhospital.com","","","","Proprietary","true","200"
"934","450780","METHODIST AMBULATORY SURGERY HOSPITAL NW","Acute Care Hospitals","9150 Huebner Rd, #100","San Antonio","TX","78240","78240-1501","USA","Bexar","210","48029","7240","","CST","Y","29.5257","29.527122","-98.6062","-98.596274","(210) 691-8000","http://www.mas.sahealth.com","","","","Proprietary","true","37"
"935","450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","Acute Care Hospitals","18600 Hardy Oak Blvd","San Antonio","TX","78258","","USA","Bexar","210","48029","7240","","CST","Y","29.6442","29.613701","-98.5053","-98.478364","(210) 404-0800","","","","","Voluntary non-profit - Private","true",""
"936","450878","TEXSAN HEART HOSPITAL","Acute Care Hospitals","W Ih 10","San Antonio","TX","78201","","USA","Bexar","210","48029","7240","","CST","Y","29.4697","29.4841","-98.5294","-98.533652","(210) 736-8013","","","","","Proprietary","true",""
"937","670054","FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO","Acute Care Hospitals","9522 Huebner Rd","San Antonio","TX","78240","78240-1548","USA","Bexar","210","48029","7240","","CST","Y","29.5257","29.531890","-98.6062","-98.591515","(210) 473-3605","","","","","Proprietary","true",""
"938","670055","METHODIST STONE OAK HOSPITAL","Acute Care Hospitals","1139 E Sonterra Blvd","San Antonio","TX","78258","78258-3999","USA","Bexar","210","48029","7240","","CST","Y","29.6442","29.614638","-98.5053","-98.476713","(210) 638-2100","","","","","Proprietary","true",""
"939","450340","SAN ANGELO COMMUNITY MEDICAL CENTER","Acute Care Hospitals","3501 Knickerbocker Rd","San Angelo","TX","76904","76904-7610","USA","Tom Green","325","48451","7200","","CST","Y","31.3782","31.419883","-100.5422","-100.470179","(325) 949-9511","http://www.sacmc.com","","","","Proprietary","true","135"
"940","450571","SHANNON MEDICAL CENTER","Acute Care Hospitals","120 E Harris Ave","San Angelo","TX","76903","76903-5904","USA","Tom Green","325","48451","7200","","CST","Y","31.4750","31.464646","-100.4428","-100.435044","(325) 653-6741","http://www.shannonhealth.com","","","","Voluntary non-profit - Other","true","233"
"941","050366","MARK TWAIN ST JOSEPH'S HOSPITAL","Acute Care Hospitals","768 Mountain Ranch Rd","San Andreas","CA","95249","95249-9707","USA","Calaveras","209","06009","","","PST","Y","38.2045","38.190289","-120.6483","-120.670956","(209) 754-2515","http://www.marktwainhospital.com","","","","Voluntary non-profit-Other","true","30"
"942","46002F","VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA","ACUTE CARE - VETERANS ADMINISTRATION","500 Foothill Blvd","Salt Lake City","UT","84148","84148-0001","USA","Salt Lake","801","49035","7160","","MST","Y","40.7565","40.758220","-111.8347","-111.838766","(801) 584-1211","","","","","Government Federal","true",""
"943","460003","SALT LAKE REGIONAL MEDICAL CENTER","Acute Care Hospitals","1050 E South Temple St","Salt Lake City","UT","84102","84102-1507","USA","Salt Lake","801","49035","7160","","MST","Y","40.7609","40.769220","-111.8586","-111.860874","(801) 350-4007","","","","","Proprietary","true","138"
"944","460006","LDS HOSPITAL","Acute Care Hospitals","324 8th Ave","Salt Lake City","UT","84103","84103-2813","USA","Salt Lake","801","49035","7160","","MST","Y","40.7924","40.778322","-111.8533","-111.878599","(801) 408-1100","http://www.ihc.com","","","","Voluntary non-profit - Private","true","182"
"945","460009","UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS","Acute Care Hospitals","50 N Medical Dr","Salt Lake City","UT","84132","84132-0001","USA","Salt Lake","801","49035","7160","","MST","Y","40.7664","40.772943","-111.8419","-111.836867","(801) 581-2121","http://www.med.utah.edu/","","","","Government - State","true","361"
"946","460047","ST MARKS HOSPITAL","Acute Care Hospitals","1200 E 3900 S","Salt Lake City","UT","84124","84124-1300","USA","Salt Lake","801","49035","7160","","MST","Y","40.6772","40.686932","-111.8129","-111.856756","(801) 268-7700","http://www.stmarkshospital.com","","","","Proprietary","true","250"
"947","463301","PRIMARY CHILDRENS MEDICAL CENTER","Childrens","100 Mario Capecchi Dr","Salt Lake City","UT","84132","84132-1103","USA","Salt Lake","801","49035","7160","","MST","Y","40.7664","40.768067","-111.8419","-111.836348","(801) 662-6200","http://www.ihc.com","","","","Voluntary non-profit - Private","true","243"
"948","131305","STEELE MEMORIAL MEDICAL CENTER","Critical Access Hospitals","203 S Daisy St","Salmon","ID","83467","","USA","Lemhi","208","16059","","","MST","Y","45.0920","45.172748","-113.7038","-113.891401","(208) 756-5600","","","","","Government - Local","true",""
"949","370112","SEQUOYAH MEMORIAL HOSPITAL","Acute Care Hospitals","213 E Redwood Ave","Sallisaw","OK","74955","74955-2811","USA","Sequoyah","918","40135","2720","","CST","Y","35.5368","35.463561","-94.7499","-94.788793","(918) 774-1100","","","","","Voluntary non-profit - Other","true","41"
"950","34017F","W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SA","ACUTE CARE - VETERANS ADMINISTRATION","1601 Brenner Ave","Salisbury","NC","28144","28144-2515","USA","Rowan","704","37159","1520","","EST","Y","35.7128","35.682822","-80.4441","-80.486623","(704) 638-9000","","","","","Government Federal","true",""
"951","210019","PENINSULA REGIONAL MEDICAL CENTER","Acute Care Hospitals","100 E Carroll St","Salisbury","MD","21801","21801-5422","USA","Wicomico","410","24045","","","EST","Y","38.3511","38.363022","-75.5976","-75.598621","(410) 543-7116","http://www.peninsula.org","","","","Voluntary non-profit - Private","true","330"
"952","340015","ROWAN REGIONAL MEDICAL CENTER","Acute Care Hospitals","612 Mocksville Ave","Salisbury","NC","28144","28144-2732","USA","Rowan","704","37159","1520","","EST","Y","35.7128","35.681789","-80.4441","-80.471317","(704) 210-5000","http://www.rowan.org","","","","Voluntary non-profit - Private","true","246"
"953","230212","SAINT JOSEPH MERCY SALINE HOSPITAL","Acute Care Hospitals","400 W Russell St","Saline","MI","48176","48176-1183","USA","Washtenaw","734","26161","","0440","EST","Y","42.1544","42.166454","-83.8133","-83.791226","(734) 429-1500","http://www.sjmh.com","","","","Voluntary non-profit - Church","true","38"
"954","050248","NATIVIDAD MEDICAL CENTER","Acute Care Hospitals","1441 Constitution Blvd","Salinas","CA","93906","93906-3195","USA","Monterey","831","06053","7120","","PST","Y","36.7253","36.697551","-121.6333","-121.628559","(831) 755-4195","http://www.natividad.com","","","","Government - Local","true","163"
"955","050334","SALINAS VALLEY MEMORIAL HOSPITAL","Acute Care Hospitals","450 E Romie Ln","Salinas","CA","93901","93901-4029","USA","Monterey","831","06053","7120","","PST","Y","36.6625","36.659861","-121.6487","-121.646130","(831) 757-4333","http://www.svmh.com","","","","Government - Hospital District or Authority","true","172"
"956","170012","SALINA REGIONAL HEALTH CENTER","Acute Care Hospitals","400 S Santa Fe Ave","Salina","KS","67401","67401-4144","USA","Saline","785","20169","","","CST","Y","38.8424","38.833928","-97.6193","-97.609383","(785) 452-7000","http://www.srhc.com","","","","Voluntary non-profit - Private","true","272"
"957","170187","SALINA SURGICAL HOSPITAL","Acute Care Hospitals","401 S Santa Fe Ave","Salina","KS","67401","67401-4143","USA","Saline","785","20169","","","CST","Y","38.8424","38.833928","-97.6193","-97.609037","(785) 493-0685","","","","","Voluntary non-profit - Private","true",""
"958","061322","HEART OF THE ROCKIES REGIONAL MEDICAL CENTER","Critical Access Hospitals","1000 Rush Dr","Salida","CO","81201","81201-9627","USA","Chaffee","719","08015","","","MST","Y","38.5561","38.543004","-106.0660","-106.008067","(719) 530-2200","","","","","Government - Hospital District or Authority","true",""
"959","151314","ST VINCENT SALEM HOSPITAL, INC","Critical Access Hospitals","911 N Shelby St","Salem","IN","47167","47167-2304","USA","Washington","812","18175","","","EST","Y","38.6056","38.612809","-86.0453","-86.107634","(812) 883-5881","","","","","Voluntary non-profit - Other","true",""
"960","49011F","SALEM VA MEDICAL CENTER","ACUTE CARE - VETERANS ADMINISTRATION","1970 Salem Industrial Dr","Salem","VA","24153","24153-3148","USA","Salem","540","51775","6800","","EST","Y","37.2956","37.283175","-80.1166","-80.092719","(540) 982-2463","","","","","Government Federal","true",""
"961","141345","SALEM TOWNSHIP HOSPITAL","Critical Access Hospitals","1201 Ricker Dr","Salem","IL","62881","62881-4263","USA","Marion","618","17121","","","CST","Y","38.6321","38.641477","-88.9357","-88.947568","(618) 548-3194","","","","","Government - Local","true",""
"962","181320","LIVINGSTON HOSPITAL AND HEALTHCARE","Critical Access Hospitals","131 Hospital Dr","Salem","KY","42078","42078-8043","USA","Livingston","270","21139","","","CST","Y","37.2410","37.264220","-88.2785","-88.227735","(270) 988-2299","","","","","Proprietary","true",""
"963","220035","NORTH SHORE MEDICAL CENTER","Acute Care Hospitals","81 Highland Ave","Salem","MA","01970","01970-2714","USA","Essex","978","25009","","1120","EST","Y","42.5108","42.511601","-70.9070","-70.908759","(978) 741-1215","","","","","Voluntary non-profit - Private","true","129"
"964","261318","SALEM MEMORIAL DISTRICT HOSPITAL","Critical Access Hospitals","PO BOX 774","Salem","MO","65560","","USA","Dent","573","29065","","","CST","Y","37.5023","37.6455993","-91.4546","-91.5359808","(573) 729-6626","","","","","Government - Hospital District or Authority","true",""
"965","310091","MEMORIAL HOSPITAL OF SALEM COUNTY","Acute Care Hospitals","310 Woodstown Rd","Salem","NJ","08079","08079-2064","USA","Salem","856","34033","","6160","EST","Y","39.5115","39.593797","-75.4437","-75.445487","(856) 935-1000","http://www.salemhosp.org","","","","Voluntary non-profit - Private","true","108"
"966","360185","SALEM COMMUNITY HOSPITAL","Acute Care Hospitals","1995 E State St","Salem","OH","44460","44460-2423","USA","Columbiana","330","39029","9320","","EST","Y","40.9007","40.900798","-80.8745","-80.831986","(330) 332-1551","","","","","Voluntary non-profit - Private","true","123"
"967","380051","SALEM HOSPITAL","Acute Care Hospitals","890 Oak St SE","Salem","OR","97301","97301-3905","USA","Marion","503","41047","","7080","PST","Y","44.9053","44.932959","-122.9167","-123.033594","(503) 561-2278","","","","","Voluntary non-profit - Other","true",""
